codigo_municipio,nome_municipio,sigla_uf,nome_uf,lat,lng,nota_total,avg_nota_cn,avg_nota_ch,avg_nota_lc,avg_nota_mt,avg_nota_redacao,nu_ano
1200328,Jordão,AC,Acre,-9.1908,-71.9503,395.71503899464165,431.9863829787234,493.5468085106383,442.41621621621624,412.2572072072072,198.36858006042297,2014
1200328,Jordão,AC,Acre,-9.1908,-71.9503,467.26132505175985,442.75714285714287,468.44347826086954,426.5,472.5190476190476,526.0869565217391,2021
1200328,Jordão,AC,Acre,-9.1908,-71.9503,483.31967741935483,454.6193548387097,484.2916666666667,461.5361111111111,488.9290322580645,527.2222222222222,2022
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,486.6296332645418,455.2848979591837,475.3449438202247,463.52509363295883,472.0269387755102,566.9662921348314,2022
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,480.6136021422714,447.9232472324723,473.1795138888889,472.8284722222222,452.470110701107,556.6666666666666,2023
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,440.17018254871437,441.40784313725493,525.094419306184,456.7707882534776,413.08948995363215,364.48837209302326,2015
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,474.68007970017555,450.83857868020306,454.5957943925234,481.5640186915888,450.60761421319796,535.7943925233645,2020
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,479.1979514478801,447.3366972477064,465.3695473251029,451.6020576131687,464.19174311926605,567.4897119341564,2021
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,419.902310901553,440.6804676753783,506.29422283356257,458.25503546099293,412.6652482269504,281.6165803108808,2014
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,478.97706754605,449.91412803532006,517.8260245901639,479.7081967213115,484.5271523178808,462.90983606557376,2018
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,473.8830699484491,432.3057361376673,460.21943462897525,476.3614840989399,463.814913957935,536.7137809187279,2019
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,465.8977539227128,438.70183276059566,487.0071019473081,483.85896226415093,436.3123820754717,483.60849056603774,2016
1200336,Mâncio Lima,AC,Acre,-7.61657,-72.8997,467.095446406754,472.3283354510801,465.61959134615387,464.58966346153846,455.96848792884373,476.97115384615387,2017
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,474.692295214923,446.965873015873,475.721897810219,466.9102189781022,446.3452380952381,537.5182481751825,2023
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,422.95447300144144,437.47441860465113,508.29883720930235,444.82988047808766,407.493625498008,316.6756032171582,2015
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,466.2338009049774,441.5176470588235,467.06538461538463,445.4230769230769,449.47058823529414,527.6923076923077,2021
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,451.6686616327712,431.834554973822,506.4944723618091,467.0577889447236,462.70523560209426,390.25125628140705,2018
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,475.11585784313723,456.86145833333336,473.02941176470586,451.378431372549,465.48645833333336,528.8235294117648,2022
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,457.3922711658921,436.91632653061225,452.02178217821785,465.2158415841584,445.2826530612245,487.5247524752475,2020
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,456.1102735968961,432.6950331125828,487.2937086092715,473.2646464646465,426.42255892255895,460.8754208754209,2016
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,454.47201139060274,472.89428571428573,467.47868217054264,453.37558139534883,453.805306122449,424.8062015503876,2017
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,389.36308795046216,426.83710144927534,486.9121739130435,431.56296296296296,406.3320987654321,195.17110266159696,2014
1200351,Marechal Thaumaturgo,AC,Acre,-8.93898,-72.7997,448.64010647010645,424.54121621621624,452.13454545454545,464.68060606060607,445.1168918918919,456.72727272727275,2019
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,443.62360156589824,448.65132575757576,529.50625,471.94756335282653,429.7208576998051,338.29201101928373,2015
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,490.3125426629751,462.0306569343066,488.3193103448276,482.61793103448275,474.18102189781024,544.4137931034483,2022
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,476.7767038226589,449.98628691983123,504.61962025316456,494.64029850746266,448.9230277185501,485.7142857142857,2016
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,430.6026836180015,454.33809523809526,517.6971428571428,472.9226753670473,426.6252854812398,281.4302191464821,2014
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,469.07185753704175,471.7715346534653,476.67892271662765,473.8348946135831,471.1769801980198,451.89695550351286,2017
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,472.81489361702126,433.73692307692306,459.9957446808511,483.84113475177304,479.76307692307694,506.73758865248226,2019
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,475.8409394706788,447.9857664233577,519.4462585034014,480.9687074829932,489.10328467153283,441.70068027210885,2018
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,466.0587068607069,448.14153846153846,454.1653153153153,481.46486486486486,464.4497435897436,482.07207207207205,2020
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,482.56259481037927,451.45897435897433,479.25808383233533,488.76047904191614,463.874358974359,529.4610778443114,2023
1200385,Plácido de Castro,AC,Acre,-10.2806,-67.1371,480.22010914760915,452.98942307692306,468.2477477477477,456.35675675675674,476.1192307692308,547.3873873873874,2021
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,464.45613642280654,447.7251497005988,459.69945652173914,478.2483695652174,447.25988023952095,489.3478260869565,2020
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,486.2446045066045,452.66818181818184,492.73333333333335,464.76581196581196,474.7309090909091,546.3247863247864,2021
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,482.149881772119,458.9796511627907,493.22067039106145,485.3195530726257,465.85523255813956,507.3743016759777,2023
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,469.58138684936335,439.9147601476015,471.3965870307167,484.93686006825936,460.2594095940959,491.3993174061433,2019
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,477.78085714285714,453.16964285714283,527.0077702702703,488.3216216216216,484.79714285714283,435.6081081081081,2018
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,430.582749387312,441.420281124498,518.6134538152611,454.3043388429752,409.1020661157025,329.4736070381232,2015
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,465.0848928357314,474.5774580335731,470.62299107142854,465.8857142857143,462.1954436450839,452.14285714285717,2017
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,414.70286813553696,443.9654600301659,505.8607843137255,453.8160377358491,413.2135220125786,256.6585365853659,2014
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,466.3636527523378,446.5082608695652,493.87652173913045,486.5128603104213,444.25543237250554,460.66518847006654,2016
1200807,Porto Acre,AC,Acre,-9.58138,-67.5478,496.28442554668516,465.9387596899225,492.4582089552239,481.37388059701493,481.05426356589146,560.5970149253732,2022
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,458.8930237348858,469.4910344827586,460.6746753246753,455.23376623376623,458.15655172413796,450.90909090909093,2017
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,436.0917754217613,432.2788732394366,507.6612676056338,437.805,415.02142857142854,387.6923076923077,2015
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,481.92312716880997,422.3202898550725,468.1070422535211,479.23098591549297,469.53478260869565,570.4225352112676,2019
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,457.18905919661734,435.2295454545455,480.69772727272726,469.52267441860465,429.56511627906974,470.93023255813955,2016
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,409.64516339429804,429.8198863636364,492.95681818181816,445.16272189349115,412.7863905325444,267.5,2014
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,486.8271767594108,446.5,478.3173076923077,465.2346153846154,459.8531914893617,584.2307692307693,2023
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,471.11974721941357,448.77093023255816,506.05760869565216,476.74891304347824,485.543023255814,438.4782608695652,2018
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,462.5499602272727,453.16,470.0484375,455.075,470.7163636363636,463.75,2022
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,466.4226125680356,441.9162790697674,462.13829787234044,437.4489361702128,452.7372093023256,537.8723404255319,2021
1200393,Porto Walter,AC,Acre,-8.26323,-72.7537,469.7116367421285,437.9131147540984,449.315873015873,476.96031746031747,438.01967213114756,546.3492063492064,2020
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,499.9665491138517,473.4640063127043,546.2230518456199,509.29022504995265,503.3488896404013,467.5065727205805,2018
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,521.8040013306367,482.85972874839814,512.3984650652845,505.05515797867037,512.0775309696711,596.6291238911592,2022
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,520.3552616066146,481.1056560852032,512.7468941382327,510.8809468260912,502.4321373177541,594.6106736657918,2023
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,487.78085007548754,459.8288061680156,517.1264233882222,505.8941795282469,459.93140652300525,496.1234347699476,2016
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,494.9508481760997,470.00184377315003,486.3782931635592,505.9919812035774,478.8926578319203,533.4894649082917,2020
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,440.1429847324321,460.62245327392003,529.110796509469,484.44186288878035,438.1581143136297,288.3816966763615,2014
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,493.8670320561303,455.96683845068895,485.7988247702275,504.7332730651399,485.96313876532497,536.8730852292703,2019
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,511.5888254404103,475.3062434356401,504.22428664072635,489.0292477302205,501.9632512545221,587.4210981409425,2021
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,490.29358647082506,492.721473740862,493.94824641786073,492.0009330223259,486.2477956675786,486.5494835054982,2017
1200401,Rio Branco,AC,Acre,-9.97499,-67.8243,456.1445387032619,459.4906931266749,541.1060005794162,486.0357788869291,432.2648440725035,361.82537685078586,2015
